relative_second,timestamp_utc,target_units,allocated_units,ready_units,pending_actions,allocated_vcpu,allocated_memory_gib,scale_direction,collector_error
150.0486451830002,2026-09-02T17:42:38.456065+00:00,1,1,1,False,2.0,2.0,,
155.04896037899925,2026-09-02T17:42:43.733446+00:00,1,1,1,False,2.0,2.0,,
160.04987288700067,2026-09-02T17:42:48.407992+00:00,1,1,1,False,2.0,2.0,,
165.05065631099933,2026-09-02T17:42:53.260958+00:00,1,1,1,False,2.0,2.0,,
170.05138122800054,2026-09-02T17:42:58.461080+00:00,1,1,1,False,2.0,2.0,,
175.05262907299948,2026-09-02T17:43:03.222369+00:00,1,1,1,False,2.0,2.0,,
180.05343243899915,2026-09-02T17:43:08.241200+00:00,1,1,1,False,2.0,2.0,,
185.05437085700032,2026-09-02T17:43:13.093856+00:00,1,1,1,False,2.0,2.0,,
190.05544733600073,2026-09-02T17:43:18.161593+00:00,1,1,1,False,2.0,2.0,,
195.05638966600054,2026-09-02T17:43:23.003783+00:00,1,1,1,False,2.0,2.0,,
200.0577579820001,2026-09-02T17:43:27.951155+00:00,1,1,1,False,2.0,2.0,,
205.05918034800015,2026-09-02T17:43:33.449507+00:00,1,1,1,False,2.0,2.0,,
210.0595452460002,2026-09-02T17:43:38.052564+00:00,1,1,1,False,2.0,2.0,,
215.06036728800063,2026-09-02T17:43:43.116250+00:00,1,1,1,False,2.0,2.0,,
220.06180102500002,2026-09-02T17:43:47.973847+00:00,1,1,1,False,2.0,2.0,,
225.06266546000006,2026-09-02T17:43:52.978906+00:00,1,1,1,False,2.0,2.0,,
230.0637702820004,2026-09-02T17:43:57.959134+00:00,1,1,1,False,2.0,2.0,,
235.06453236699963,2026-09-02T17:44:02.979435+00:00,1,1,1,False,2.0,2.0,,
240.06483532499988,2026-09-02T17:44:07.991448+00:00,1,1,1,False,2.0,2.0,,
245.06553105400053,2026-09-02T17:44:13.048233+00:00,1,1,1,False,2.0,2.0,,
250.06596696700035,2026-09-02T17:44:17.930436+00:00,1,1,1,False,2.0,2.0,,
255.06695027100068,2026-09-02T17:44:23.126464+00:00,1,1,1,False,2.0,2.0,,
260.0673522470006,2026-09-02T17:44:27.874408+00:00,1,1,1,False,2.0,2.0,,
265.06819720100066,2026-09-02T17:44:32.981148+00:00,1,1,1,False,2.0,2.0,,
270.06915065000067,2026-09-02T17:44:37.810295+00:00,1,1,1,False,2.0,2.0,,
275.07284294999954,2026-09-02T17:44:42.911899+00:00,1,1,1,False,2.0,2.0,,
280.07632192299934,2026-09-02T17:44:47.861774+00:00,1,1,1,False,2.0,2.0,,
285.0802740250001,2026-09-02T17:44:52.967346+00:00,1,1,1,False,2.0,2.0,,
290.0810450980007,2026-09-02T17:44:57.954535+00:00,1,1,1,False,2.0,2.0,,
295.0849537110007,2026-09-02T17:45:03.370926+00:00,1,1,1,False,2.0,2.0,,
