relative_second,timestamp_utc,target_units,allocated_units,ready_units,pending_actions,allocated_vcpu,allocated_memory_gib,scale_direction,collector_error
380.06584798399854,2026-08-25T16:01:20.664707+00:00,1,1,1,False,2.0,2.0,,
385.0668955750007,2026-08-25T16:01:25.741496+00:00,1,1,1,False,2.0,2.0,,
390.06827850099944,2026-08-25T16:01:31.127986+00:00,1,1,1,False,2.0,2.0,,
395.06931025800077,2026-08-25T16:01:35.816264+00:00,1,1,1,False,2.0,2.0,,
400.0702029610002,2026-08-25T16:01:41.234220+00:00,1,1,1,False,2.0,2.0,,
405.07101264299854,2026-08-25T16:01:45.410019+00:00,1,1,1,False,2.0,2.0,,
410.07213914599924,2026-08-25T16:01:50.561211+00:00,1,1,1,False,2.0,2.0,,
415.0733540660003,2026-08-25T16:01:55.699475+00:00,1,1,1,False,2.0,2.0,,
420.0744956560011,2026-08-25T16:02:00.543876+00:00,1,1,1,False,2.0,2.0,,
425.07497134799996,2026-08-25T16:02:05.528875+00:00,1,1,1,False,2.0,2.0,,
430.0766012819986,2026-08-25T16:02:10.613631+00:00,1,1,1,False,2.0,2.0,,
435.0775322890004,2026-08-25T16:02:15.339283+00:00,1,1,1,False,2.0,2.0,,
440.07835818699823,2026-08-25T16:02:20.230045+00:00,1,1,1,False,2.0,2.0,,
445.07912127799864,2026-08-25T16:02:25.247024+00:00,1,1,1,False,2.0,2.0,,
450.07962612399933,2026-08-25T16:02:30.434112+00:00,1,1,1,False,2.0,2.0,,
455.0807787550002,2026-08-25T16:02:35.388060+00:00,1,1,1,False,2.0,2.0,,
460.0812160159985,2026-08-25T16:02:40.443824+00:00,1,1,1,False,2.0,2.0,,
465.0819214269977,2026-08-25T16:02:45.439770+00:00,1,1,1,False,2.0,2.0,,
470.08358411600057,2026-08-25T16:02:50.364138+00:00,1,1,1,False,2.0,2.0,,
475.08370339999965,2026-08-25T16:02:55.491509+00:00,1,1,1,False,2.0,2.0,,
480.08493414799887,2026-08-25T16:03:00.389637+00:00,1,1,1,False,2.0,2.0,,
485.086139209001,2026-08-25T16:03:05.505117+00:00,1,1,1,False,2.0,2.0,,
490.08711603999836,2026-08-25T16:03:10.564500+00:00,1,1,1,False,2.0,2.0,,
495.0881737620002,2026-08-25T16:03:15.912027+00:00,1,1,1,False,2.0,2.0,,
500.089316597001,2026-08-25T16:03:20.928287+00:00,1,1,1,False,2.0,2.0,,
505.09043540199855,2026-08-25T16:03:25.467353+00:00,1,1,1,False,2.0,2.0,,
510.09172500600107,2026-08-25T16:03:30.828462+00:00,1,1,1,False,2.0,2.0,,
515.0927496199984,2026-08-25T16:03:35.684276+00:00,1,1,1,False,2.0,2.0,,
520.0935992160012,2026-08-25T16:03:40.277320+00:00,1,1,1,False,2.0,2.0,,
525.0948002109981,2026-08-25T16:03:45.727726+00:00,1,1,1,False,2.0,2.0,,
530.0958235119979,2026-08-25T16:03:50.852129+00:00,1,1,1,False,2.0,2.0,,
535.0968315959981,2026-08-25T16:03:55.311047+00:00,1,1,1,False,2.0,2.0,,
540.0972674920013,2026-08-25T16:04:00.464546+00:00,1,1,1,False,2.0,2.0,,
545.0980344529999,2026-08-25T16:04:05.364666+00:00,1,1,1,False,2.0,2.0,,
550.0987849439989,2026-08-25T16:04:10.411468+00:00,1,1,1,False,2.0,2.0,,
555.0994934480004,2026-08-25T16:04:15.253822+00:00,1,1,1,False,2.0,2.0,,
560.1001928209989,2026-08-25T16:04:20.599746+00:00,1,1,1,False,2.0,2.0,,
565.1006554009982,2026-08-25T16:04:25.439830+00:00,1,1,1,False,2.0,2.0,,
570.1014967980009,2026-08-25T16:04:30.290340+00:00,1,1,1,False,2.0,2.0,,
575.1026363669989,2026-08-25T16:04:35.407961+00:00,1,1,1,False,2.0,2.0,,
580.1030740809983,2026-08-25T16:04:40.343771+00:00,1,1,1,False,2.0,2.0,,
585.1045364860001,2026-08-25T16:04:45.460434+00:00,1,1,1,False,2.0,2.0,,
590.105024870998,2026-08-25T16:04:50.235758+00:00,1,1,1,False,2.0,2.0,,
595.106266797,2026-08-25T16:04:55.198206+00:00,1,1,1,False,2.0,2.0,,
600.1071152299992,2026-08-25T16:05:00.203888+00:00,1,1,1,False,2.0,2.0,,
605.1106438940005,2026-08-25T16:05:05.271102+00:00,1,1,1,False,2.0,2.0,,
610.1147730859993,2026-08-25T16:05:10.296018+00:00,1,1,1,False,2.0,2.0,,
615.118672362998,2026-08-25T16:05:15.325103+00:00,1,1,1,False,2.0,2.0,,
620.1218104590007,2026-08-25T16:05:20.395183+00:00,1,1,1,False,2.0,2.0,,
625.1257590009991,2026-08-25T16:05:25.350592+00:00,1,1,1,False,2.0,2.0,,
