second,scenario,phase,offered_rps
82,daily_normal,morning_ramp,18
83,daily_normal,morning_ramp,18
84,daily_normal,morning_ramp,18
85,daily_normal,morning_ramp,18
86,daily_normal,morning_ramp,19
87,daily_normal,morning_ramp,20
88,daily_normal,morning_ramp,19
89,daily_normal,morning_ramp,21
90,daily_normal,morning_ramp,20
91,daily_normal,morning_ramp,20
92,daily_normal,morning_ramp,20
93,daily_normal,morning_ramp,23
94,daily_normal,morning_ramp,23
95,daily_normal,morning_ramp,22
96,daily_normal,morning_ramp,22
97,daily_normal,morning_ramp,23
98,daily_normal,morning_ramp,24
99,daily_normal,morning_ramp,23
100,daily_normal,morning_ramp,24
101,daily_normal,morning_ramp,25
102,daily_normal,morning_ramp,25
103,daily_normal,morning_ramp,25
104,daily_normal,morning_ramp,26
105,daily_normal,morning_ramp,25
106,daily_normal,morning_ramp,26
107,daily_normal,morning_ramp,27
108,daily_normal,morning_ramp,27
109,daily_normal,morning_ramp,27
110,daily_normal,morning_ramp,27
111,daily_normal,morning_ramp,29
112,daily_normal,morning_ramp,28
113,daily_normal,morning_ramp,29
114,daily_normal,morning_ramp,30
115,daily_normal,morning_ramp,29
116,daily_normal,morning_ramp,28
117,daily_normal,morning_ramp,29
118,daily_normal,morning_ramp,29
119,daily_normal,morning_ramp,30
120,daily_normal,morning_ramp,30
121,daily_normal,morning_ramp,31
122,daily_normal,morning_ramp,31
123,daily_normal,morning_ramp,32
124,daily_normal,morning_ramp,33
125,daily_normal,morning_ramp,34
126,daily_normal,morning_ramp,34
127,daily_normal,morning_ramp,33
128,daily_normal,morning_ramp,35
129,daily_normal,morning_ramp,35
130,daily_normal,morning_ramp,33
131,daily_normal,morning_ramp,35
132,daily_normal,morning_ramp,35
133,daily_normal,morning_ramp,36
134,daily_normal,morning_ramp,37
135,daily_normal,morning_ramp,36
136,daily_normal,morning_ramp,37
137,daily_normal,morning_ramp,37
138,daily_normal,morning_ramp,37
139,daily_normal,morning_ramp,36
140,daily_normal,morning_ramp,37
141,daily_normal,morning_ramp,40
142,daily_normal,morning_ramp,40
143,daily_normal,morning_ramp,39
144,daily_normal,morning_ramp,40
145,daily_normal,morning_ramp,39
146,daily_normal,morning_ramp,41
147,daily_normal,morning_ramp,43
148,daily_normal,morning_ramp,42
149,daily_normal,morning_ramp,41
150,daily_normal,morning_ramp,44
151,daily_normal,morning_ramp,44
152,daily_normal,morning_ramp,41
153,daily_normal,morning_ramp,42
154,daily_normal,morning_ramp,43
155,daily_normal,morning_ramp,43
156,daily_normal,morning_ramp,44
157,daily_normal,morning_ramp,43
158,daily_normal,morning_ramp,46
159,daily_normal,morning_ramp,47
160,daily_normal,morning_ramp,43
161,daily_normal,morning_ramp,47
162,daily_normal,morning_ramp,45
163,daily_normal,morning_ramp,47
164,daily_normal,morning_ramp,48
165,daily_normal,morning_ramp,49
166,daily_normal,morning_ramp,49
167,daily_normal,morning_ramp,47
168,daily_normal,morning_ramp,49
169,daily_normal,morning_ramp,47
170,daily_normal,morning_ramp,50
171,daily_normal,morning_ramp,49
172,daily_normal,morning_ramp,48
173,daily_normal,morning_ramp,49
174,daily_normal,morning_ramp,49
175,daily_normal,morning_ramp,52
176,daily_normal,morning_ramp,49
177,daily_normal,morning_ramp,50
178,daily_normal,morning_ramp,50
179,daily_normal,morning_ramp,50
180,daily_normal,business,53
181,daily_normal,business,52
182,daily_normal,business,53
183,daily_normal,business,54
184,daily_normal,business,52
185,daily_normal,business,49
186,daily_normal,business,50
187,daily_normal,business,52
188,daily_normal,business,53
189,daily_normal,business,54
190,daily_normal,business,52
191,daily_normal,business,50
192,daily_normal,business,52
193,daily_normal,business,54
194,daily_normal,business,51
195,daily_normal,business,54
196,daily_normal,business,54
197,daily_normal,business,52
198,daily_normal,business,51
199,daily_normal,business,49
200,daily_normal,business,49
201,daily_normal,business,49
202,daily_normal,business,52
203,daily_normal,business,52
204,daily_normal,business,54
205,daily_normal,business,52
206,daily_normal,business,54
207,daily_normal,business,51
208,daily_normal,business,49
209,daily_normal,business,49
210,daily_normal,business,50
211,daily_normal,business,51
212,daily_normal,business,53
213,daily_normal,business,50
214,daily_normal,business,50
215,daily_normal,business,52
216,daily_normal,business,50
217,daily_normal,business,51
218,daily_normal,business,49
219,daily_normal,business,52
220,daily_normal,business,53
221,daily_normal,business,52
222,daily_normal,business,53
223,daily_normal,business,50
224,daily_normal,business,48
225,daily_normal,business,50
226,daily_normal,business,52
227,daily_normal,business,50
228,daily_normal,business,49
229,daily_normal,business,49
230,daily_normal,business,49
231,daily_normal,business,50
232,daily_normal,business,52
233,daily_normal,business,52
234,daily_normal,business,51
235,daily_normal,business,51
236,daily_normal,business,49
237,daily_normal,business,51
238,daily_normal,business,49
239,daily_normal,business,50
240,daily_normal,business,48
241,daily_normal,business,52
242,daily_normal,business,48
243,daily_normal,business,50
244,daily_normal,business,51
245,daily_normal,business,51
246,daily_normal,business,51
247,daily_normal,business,49
248,daily_normal,business,51
249,daily_normal,business,52
250,daily_normal,business,50
251,daily_normal,business,52
252,daily_normal,business,51
253,daily_normal,business,47
254,daily_normal,business,50
255,daily_normal,business,47
256,daily_normal,business,50
257,daily_normal,business,49
258,daily_normal,business,51
259,daily_normal,business,47
260,daily_normal,business,52
261,daily_normal,business,47
262,daily_normal,business,47
263,daily_normal,business,47
264,daily_normal,business,47
265,daily_normal,business,52
266,daily_normal,business,51
267,daily_normal,business,51
268,daily_normal,business,48
269,daily_normal,business,50
270,daily_normal,business,50
271,daily_normal,business,50
272,daily_normal,business,48
273,daily_normal,business,51
274,daily_normal,business,50
275,daily_normal,business,50
276,daily_normal,business,48
277,daily_normal,business,48
278,daily_normal,business,50
279,daily_normal,business,49
280,daily_normal,business,49
281,daily_normal,business,51
282,daily_normal,business,48
283,daily_normal,business,50
284,daily_normal,business,46
285,daily_normal,business,49
286,daily_normal,business,49
287,daily_normal,business,46
288,daily_normal,business,49
289,daily_normal,business,47
290,daily_normal,business,49
291,daily_normal,business,49
292,daily_normal,business,46
293,daily_normal,business,50
294,daily_normal,business,47
295,daily_normal,business,46
296,daily_normal,business,48
297,daily_normal,business,46
298,daily_normal,business,46
299,daily_normal,business,49
300,daily_normal,lunch_spike,46
301,daily_normal,lunch_spike,49
302,daily_normal,lunch_spike,51
303,daily_normal,lunch_spike,50
304,daily_normal,lunch_spike,52
305,daily_normal,lunch_spike,53
306,daily_normal,lunch_spike,50
307,daily_normal,lunch_spike,50
308,daily_normal,lunch_spike,55
309,daily_normal,lunch_spike,56
310,daily_normal,lunch_spike,56
311,daily_normal,lunch_spike,56
312,daily_normal,lunch_spike,56
313,daily_normal,lunch_spike,59
314,daily_normal,lunch_spike,58
315,daily_normal,lunch_spike,59
316,daily_normal,lunch_spike,61
317,daily_normal,lunch_spike,56
318,daily_normal,lunch_spike,61
319,daily_normal,lunch_spike,61
320,daily_normal,lunch_spike,58
321,daily_normal,lunch_spike,60
322,daily_normal,lunch_spike,64
323,daily_normal,lunch_spike,63
324,daily_normal,lunch_spike,64
325,daily_normal,lunch_spike,63
326,daily_normal,lunch_spike,65
327,daily_normal,lunch_spike,68
328,daily_normal,lunch_spike,69
329,daily_normal,lunch_spike,67
330,daily_normal,lunch_spike,69
331,daily_normal,lunch_spike,65
332,daily_normal,lunch_spike,66
333,daily_normal,lunch_spike,70
334,daily_normal,lunch_spike,72
335,daily_normal,lunch_spike,68
336,daily_normal,lunch_spike,69
337,daily_normal,lunch_spike,72
338,daily_normal,lunch_spike,71
339,daily_normal,lunch_spike,70
340,daily_normal,lunch_spike,71
341,daily_normal,lunch_spike,74
342,daily_normal,lunch_spike,77
343,daily_normal,lunch_spike,73
344,daily_normal,lunch_spike,79
345,daily_normal,lunch_spike,74
346,daily_normal,lunch_spike,76
347,daily_normal,lunch_spike,80
348,daily_normal,lunch_spike,75
349,daily_normal,lunch_spike,78
350,daily_normal,lunch_spike,77
351,daily_normal,lunch_spike,79
352,daily_normal,lunch_spike,85
353,daily_normal,lunch_spike,79
354,daily_normal,lunch_spike,85
355,daily_normal,lunch_spike,87
356,daily_normal,lunch_spike,82
357,daily_normal,lunch_spike,88
358,daily_normal,lunch_spike,84
359,daily_normal,lunch_spike,88
360,daily_normal,afternoon,56
361,daily_normal,afternoon,55
362,daily_normal,afternoon,58
363,daily_normal,afternoon,57
364,daily_normal,afternoon,55
365,daily_normal,afternoon,57
366,daily_normal,afternoon,55
367,daily_normal,afternoon,55
368,daily_normal,afternoon,59
369,daily_normal,afternoon,59
370,daily_normal,afternoon,55
371,daily_normal,afternoon,59
372,daily_normal,afternoon,58
373,daily_normal,afternoon,54
374,daily_normal,afternoon,54
375,daily_normal,afternoon,56
376,daily_normal,afternoon,59
377,daily_normal,afternoon,59
378,daily_normal,afternoon,55
379,daily_normal,afternoon,57
380,daily_normal,afternoon,59
381,daily_normal,afternoon,55
382,daily_normal,afternoon,55
383,daily_normal,afternoon,57
384,daily_normal,afternoon,58
385,daily_normal,afternoon,59
386,daily_normal,afternoon,59
387,daily_normal,afternoon,54
388,daily_normal,afternoon,55
389,daily_normal,afternoon,55
390,daily_normal,afternoon,58
391,daily_normal,afternoon,57
392,daily_normal,afternoon,60
393,daily_normal,afternoon,58
394,daily_normal,afternoon,58
395,daily_normal,afternoon,59
396,daily_normal,afternoon,56
397,daily_normal,afternoon,60
398,daily_normal,afternoon,60
399,daily_normal,afternoon,60
400,daily_normal,afternoon,59
401,daily_normal,afternoon,56
402,daily_normal,afternoon,55
403,daily_normal,afternoon,57
404,daily_normal,afternoon,59
405,daily_normal,afternoon,56
406,daily_normal,afternoon,60
407,daily_normal,afternoon,60
408,daily_normal,afternoon,59
409,daily_normal,afternoon,58
410,daily_normal,afternoon,56
411,daily_normal,afternoon,60
412,daily_normal,afternoon,56
413,daily_normal,afternoon,58
414,daily_normal,afternoon,60
415,daily_normal,afternoon,59
416,daily_normal,afternoon,57
417,daily_normal,afternoon,61
418,daily_normal,afternoon,58
419,daily_normal,afternoon,58
420,daily_normal,afternoon,58
421,daily_normal,afternoon,60
422,daily_normal,afternoon,56
423,daily_normal,afternoon,60
424,daily_normal,afternoon,59
425,daily_normal,afternoon,61
426,daily_normal,afternoon,58
427,daily_normal,afternoon,59
428,daily_normal,afternoon,62
429,daily_normal,afternoon,56
430,daily_normal,afternoon,61
431,daily_normal,afternoon,59
432,daily_normal,afternoon,58
433,daily_normal,afternoon,58
434,daily_normal,afternoon,58
435,daily_normal,afternoon,61
436,daily_normal,afternoon,58
437,daily_normal,afternoon,62
438,daily_normal,afternoon,60
439,daily_normal,afternoon,58
440,daily_normal,afternoon,61
441,daily_normal,afternoon,60
442,daily_normal,afternoon,62
443,daily_normal,afternoon,58
444,daily_normal,afternoon,61
445,daily_normal,afternoon,57
446,daily_normal,afternoon,58
447,daily_normal,afternoon,59
448,daily_normal,afternoon,59
449,daily_normal,afternoon,59
450,daily_normal,evening_ramp,60
451,daily_normal,evening_ramp,62
452,daily_normal,evening_ramp,61
453,daily_normal,evening_ramp,62
454,daily_normal,evening_ramp,64
455,daily_normal,evening_ramp,61
456,daily_normal,evening_ramp,67
457,daily_normal,evening_ramp,61
458,daily_normal,evening_ramp,64
459,daily_normal,evening_ramp,67
460,daily_normal,evening_ramp,64
461,daily_normal,evening_ramp,65
462,daily_normal,evening_ramp,65
463,daily_normal,evening_ramp,70
464,daily_normal,evening_ramp,70
465,daily_normal,evening_ramp,66
466,daily_normal,evening_ramp,69
467,daily_normal,evening_ramp,67
468,daily_normal,evening_ramp,67
469,daily_normal,evening_ramp,69
470,daily_normal,evening_ramp,73
471,daily_normal,evening_ramp,72
472,daily_normal,evening_ramp,71
473,daily_normal,evening_ramp,74
474,daily_normal,evening_ramp,70
475,daily_normal,evening_ramp,73
476,daily_normal,evening_ramp,72
477,daily_normal,evening_ramp,78
478,daily_normal,evening_ramp,75
479,daily_normal,evening_ramp,78
480,daily_normal,evening_ramp,76
481,daily_normal,evening_ramp,77
482,daily_normal,evening_ramp,79
483,daily_normal,evening_ramp,77
484,daily_normal,evening_ramp,79
485,daily_normal,evening_ramp,82
486,daily_normal,evening_ramp,77
487,daily_normal,evening_ramp,78
488,daily_normal,evening_ramp,77
489,daily_normal,evening_ramp,82
490,daily_normal,evening_ramp,79
491,daily_normal,evening_ramp,83
492,daily_normal,evening_ramp,81
493,daily_normal,evening_ramp,84
494,daily_normal,evening_ramp,83
495,daily_normal,evening_ramp,87
496,daily_normal,evening_ramp,89
497,daily_normal,evening_ramp,90
498,daily_normal,evening_ramp,87
499,daily_normal,evening_ramp,91
500,daily_normal,evening_ramp,91
501,daily_normal,evening_ramp,87
502,daily_normal,evening_ramp,93
503,daily_normal,evening_ramp,94
504,daily_normal,evening_ramp,87
505,daily_normal,evening_ramp,93
506,daily_normal,evening_ramp,93
507,daily_normal,evening_ramp,93
508,daily_normal,evening_ramp,95
509,daily_normal,evening_ramp,91
510,daily_normal,evening_ramp,97
511,daily_normal,evening_ramp,96
512,daily_normal,evening_ramp,92
513,daily_normal,evening_ramp,100
514,daily_normal,evening_ramp,98
515,daily_normal,evening_ramp,92
516,daily_normal,evening_ramp,93
517,daily_normal,evening_ramp,94
518,daily_normal,evening_ramp,100
519,daily_normal,evening_ramp,101
520,daily_normal,evening_ramp,104
521,daily_normal,evening_ramp,104
522,daily_normal,evening_ramp,97
523,daily_normal,evening_ramp,98
524,daily_normal,evening_ramp,97
525,daily_normal,evening_ramp,101
526,daily_normal,evening_ramp,102
527,daily_normal,evening_ramp,102
528,daily_normal,evening_ramp,107
529,daily_normal,evening_ramp,106
530,daily_normal,evening_ramp,108
531,daily_normal,evening_ramp,109
532,daily_normal,evening_ramp,109
533,daily_normal,evening_ramp,107
534,daily_normal,evening_ramp,106
535,daily_normal,evening_ramp,108
536,daily_normal,evening_ramp,108
537,daily_normal,evening_ramp,111
538,daily_normal,evening_ramp,113
539,daily_normal,evening_ramp,112
540,daily_normal,late_drop,107
541,daily_normal,late_drop,109
542,daily_normal,late_drop,106
543,daily_normal,late_drop,101
544,daily_normal,late_drop,99
545,daily_normal,late_drop,101
546,daily_normal,late_drop,105
547,daily_normal,late_drop,101
548,daily_normal,late_drop,93
549,daily_normal,late_drop,99
550,daily_normal,late_drop,96
551,daily_normal,late_drop,93
552,daily_normal,late_drop,86
553,daily_normal,late_drop,87
554,daily_normal,late_drop,86
555,daily_normal,late_drop,85
556,daily_normal,late_drop,81
557,daily_normal,late_drop,83
558,daily_normal,late_drop,82
559,daily_normal,late_drop,80
560,daily_normal,late_drop,77
561,daily_normal,late_drop,76
562,daily_normal,late_drop,71
563,daily_normal,late_drop,75
564,daily_normal,late_drop,74
565,daily_normal,late_drop,72
566,daily_normal,late_drop,70
567,daily_normal,late_drop,64
568,daily_normal,late_drop,63
569,daily_normal,late_drop,60
570,daily_normal,late_drop,63
571,daily_normal,late_drop,62
572,daily_normal,late_drop,60
573,daily_normal,late_drop,57
574,daily_normal,late_drop,56
575,daily_normal,late_drop,55
576,daily_normal,late_drop,49
577,daily_normal,late_drop,48
578,daily_normal,late_drop,50
579,daily_normal,late_drop,49
580,daily_normal,late_drop,46
581,daily_normal,late_drop,44
582,daily_normal,late_drop,41
583,daily_normal,late_drop,41
584,daily_normal,late_drop,38
585,daily_normal,late_drop,35
586,daily_normal,late_drop,36
587,daily_normal,late_drop,32
588,daily_normal,late_drop,33
589,daily_normal,late_drop,31
590,daily_normal,late_drop,28
591,daily_normal,late_drop,27
592,daily_normal,late_drop,25
593,daily_normal,late_drop,24
594,daily_normal,late_drop,23
595,daily_normal,late_drop,20
596,daily_normal,late_drop,18
597,daily_normal,late_drop,17
598,daily_normal,late_drop,16
599,daily_normal,late_drop,14
